Ojibwe	English	Speaker	Link
Gii-mamaanjigoowizi eyedawinik.	He can't move either arm.	es	https://ojibwe.lib.umn.edu/main-entry/eyedawinik-adv-loc
Gichi-mayaginaagozi awe mizhakojiishi enimibatood.	The badger running away sure looks strange.	es	https://ojibwe.lib.umn.edu/main-entry/mayaginaagozi-vai
Ningii-tebaabamaa gaa-mitaaskiiwe-bagizod.	I saw a skinny dipper from far away.	nj	https://ojibwe.lib.umn.edu/main-entry/mitaaskiiwe-bagizo-vai
Aabitawigaad akobii gii-aazhawaadagaaziid.	The water was halfway up his leg as he waded across.		https://ojibwe.lib.umn.edu/main-entry/aazhawaadagaazii-vai
Giga-waabamaanaan bimi-aazhawaadagaaziid awiya.	We'll see it if something (an animal) crosses the water.	nj	https://ojibwe.lib.umn.edu/main-entry/aazhawaadagaazii-vai
Gibaakwa'an ishkwaandem iwidi ataasoowigamigong.	Close the door on that shed.	es	https://ojibwe.lib.umn.edu/main-entry/gibaakwa-an-vti
Gii-noondam wii-maawanjii'inding wenji-ozhiitaad iwidi gaye wiin wii-izhaad.	He heard there was an assembly and that's why he's getting ready to go over there.	es	https://ojibwe.lib.umn.edu/main-entry/noondam-vai2
Awasaya'ii iwidi ogii-atoon.	He put it on the other side.	es	https://ojibwe.lib.umn.edu/main-entry/awasaya-ii-adv-loc
Gagwanisagakamig naa gaa-izhiwebak.	What happened was completely unexpected.	es	https://ojibwe.lib.umn.edu/main-entry/izhiwebad-vii
Gegoo iwidi izhiwebad awasisag.	Something happened in the next room.	rg	https://ojibwe.lib.umn.edu/main-entry/izhiwebad-vii
Babaamaadodan gaa-izhiwebak.	Spread the news around about what happened.	es	https://ojibwe.lib.umn.edu/main-entry/izhiwebad-vii
Ondendam 'i gaa-izhiwebadinig bijiinaago.	It kind of irked him what happened to him yesterday.	es	https://ojibwe.lib.umn.edu/main-entry/izhiwebad-vii
Odazhiikawaan odasabiin. Omegwaa-bagwa'waan.	He's working on his nets. He's mending them.	es	https://ojibwe.lib.umn.edu/main-entry/bagwa-vta
Gonige ogii'-nisidotaan gaa-gii'-izhibii'amawag.	I wonder if he understood what I wrote him about.	nj	https://ojibwe.lib.umn.edu/main-entry/gonige-adv-pred
Gonige gidaa-awi' midaaswaabik.	I wonder if you could lend me ten bucks?	nj	https://ojibwe.lib.umn.edu/main-entry/gonige-adv-pred
Awanjish gii-niminaadagaako awe gaa-twaashing aana-gii-kina'amawind.	The one that broke through the ice went out on it even though he was told not to.	es	https://ojibwe.lib.umn.edu/main-entry/dwaashin-vai
Gii-sagakisijige awe indikwem gaa-ishkwaakamigak.	My wife straightened up the place after the party was over.	es	https://ojibwe.lib.umn.edu/main-entry/zagakisijige-vti
Naanaagadawaabam ezhichiged.	Watch and analyze what she's doing.	nj	https://ojibwe.lib.umn.edu/main-entry/naanaagadawaabam-vta
Ganabaj aanind biskanechigaansag jaagizowag wenji-maazhibideg 'iw odaabaan.	I think some of the spark plugs are burning out and that's why the car doesn't run right.	es	https://ojibwe.lib.umn.edu/main-entry/aanind-adv-qnt
Aanind eta go gii'-ando-bagizowag gii-ani-onaagoshig.	Only some of them went swimming in the evening.	nj	https://ojibwe.lib.umn.edu/main-entry/aanind-adv-qnt
Aanind gaawiin gegoo omaa atesinoon gey-aabajitooyangoban.	Some of the things we're supposed to be using are missing.	nj	https://ojibwe.lib.umn.edu/main-entry/aanind-adv-qnt
Mii go gii-aabiziingwashiyaan. Ingii-te-nibaa.	I just woke up wide awake. I've had enough sleep.	es	https://ojibwe.lib.umn.edu/main-entry/aabiziingwashi-vai
Aaniin dash enagoodood.	How is he hanging it?	es	https://ojibwe.lib.umn.edu/main-entry/inagoodoon-vti2
Ingii-andomaag igiw abinoojiinyag  ji-bi-odaminowaad.	I called the children to come and play.	es	https://ojibwe.lib.umn.edu/main-entry/andom-vta
Ingii-andomigoo idi aakoziwiiwigamigong. Gii-shaabwaakizigaade nikaakigan.	They asked me to go the hospital. I got a chest x-ray.	es	https://ojibwe.lib.umn.edu/main-entry/andom-vta
Gego indawaaj andomaaken awe. Maji-mashkiki 'a eta go ogikendaan.	Don't call on him. He only knows bad medicine.	es	https://ojibwe.lib.umn.edu/main-entry/andom-vta
Naagaj baamaa giga-dazhiikaamin.	We'll work on it later.	nj	https://ojibwe.lib.umn.edu/main-entry/baamaa-adv-tmp
Indaashaan. Omaa bi-onabin.	Come here! Come and sit down.	es	https://ojibwe.lib.umn.edu/main-entry/onabi-vai
Apabiwin nindaabajitoon onabiyaan wiisiniyaan.	I use a chair when I sit down to eat.	rg	https://ojibwe.lib.umn.edu/main-entry/onabi-vai
Onabig imaa naawisag.	Sit in the middle of the floor.	es	https://ojibwe.lib.umn.edu/main-entry/onabi-vai
Ogii-maajinizha'aan bijiinaago 'i gaa-tazhiikang anokii-mazina'igan.	He sent in the proposal yesterday.	es	https://ojibwe.lib.umn.edu/main-entry/maajinizha-an-vti
Ingii-sanagi'ig awe gaa-maajiidood indoodaabaan.	The person who took my car made things very difficut for me.	es	https://ojibwe.lib.umn.edu/main-entry/zanagi-vta
Anaamisagong gii-izhi-zhegoode.	He crawled in under the floor.	es	https://ojibwe.lib.umn.edu/main-entry/anaamisagong-adv-loc
Mii iwidi gii-noogibizod jiigigamig.	He parked his car near the house.	es	https://ojibwe.lib.umn.edu/main-entry/jiigigamig-adv-loc
Gii-kibozigwajiwag amikwag.	The beavers got frozen over (in their house).	nj	https://ojibwe.lib.umn.edu/main-entry/gibozigwaji-vai
Niibiwa na giin gidayaan waasigani-bimide.	Do you have a lot of gas?	nj	https://ojibwe.lib.umn.edu/main-entry/niibiwa-adv-qnt
Niibiwa diba'amawaa gaa-gikinoo'amaaged.	The teacher makes a lot of money.	nj	https://ojibwe.lib.umn.edu/main-entry/niibiwa-adv-qnt
Gii-ziigwang binadowe animosh. Ditisadowe gii-niibininig.	A dog sheds (its fine fur) in the spring. It has a real thin coat in the summer.	nj	https://ojibwe.lib.umn.edu/main-entry/ditisadowe-vai
Ombiigweyaakwa'ige meme mitigong.	The pileated woodpecker knocks loudly on a tree.	gj	https://ojibwe.lib.umn.edu/main-entry/meme-na
Meme miskotigwaane, makadewikoozhe, gaye makadewaawigane.	A pileated woodpecker has a red head, a black beak, and a black back.	nj	https://ojibwe.lib.umn.edu/main-entry/meme-na
Giga-aabaaka'amoon iwe ataasoowigamig giishpin wendamiziwanen.	I'll unlock the storage shed for you if you're too busy.	es	https://ojibwe.lib.umn.edu/main-entry/ataasoowigamig-ni
Agaawaa go naagoziwag anangoog; ganabaj wiiba da-zoogipon.	The stars are dim. I think there's snow coming soon.	nj	https://ojibwe.lib.umn.edu/main-entry/naagozi-vai
Eniwek gii-aabawaa-dibikad, mii eta go gii-aabitawazhed.	It was kind of a warm night so all he used was half a blanket.	es	https://ojibwe.lib.umn.edu/main-entry/aabitawazhe-vai
Aaniin ekoosagak.	How long is it (something of finished wood)?	nj	https://ojibwe.lib.umn.edu/main-entry/akoosagad-vii
Obishagibinaan iniwen wezaawiminagizinid.	S/he peeling that orange.	es	https://ojibwe.lib.umn.edu/main-entry/wezaawiminagazid-na-v
Naadwewem mooz.	Call the moose.	nj	https://ojibwe.lib.umn.edu/main-entry/naadwewem-vta
Opimeya'ii ani-inaaboonodaa.	Let's go down the rapids on the side.	nj	https://ojibwe.lib.umn.edu/main-entry/opimeya-ii-adv-loc
Maagizhaa maawiin giga-andawataagemin onaagoshig.	Perhaps we'll go play at the casino  this evening.	nj	https://ojibwe.lib.umn.edu/main-entry/andawataage-vai
Weweni obami'aan iniw omishoomisan.	He's taking good care for his grandfather.	es	https://ojibwe.lib.umn.edu/main-entry/bami-vta
Niibaa-anokii gii-anokii'ind.	He worked at night when was employed	rg	https://ojibwe.lib.umn.edu/main-entry/anokii-vta
Bwaawidam ge wiin ji-anokii'ind.	He couldn't convince them to hire him.	nj	https://ojibwe.lib.umn.edu/main-entry/anokii-vta
Aaniin endashiwaad.	How many are there of them?	nj	https://ojibwe.lib.umn.edu/main-entry/dashiwag-vai
Mii go 'i minik endashid a'awe bebinezid bakwezhigan.	That's how much flour there is.	rg	https://ojibwe.lib.umn.edu/main-entry/dashiwag-vai
Niin iko ningii-kidinamegwe binda'ogowaad igi giigoonyag.	I was the one who used to take the fish out of the nets when the fish were caught.	rg	https://ojibwe.lib.umn.edu/main-entry/gidinamegwe-vai
Indaga okaaden awe wezhiitaad waa-o-naaniimid.	Go and braid that person's hair, the one that's getting ready to go dance.	es	https://ojibwe.lib.umn.edu/main-entry/okaaden-vta
Aandi ezhitigweyaag.	Where does the river flow to?	es	https://ojibwe.lib.umn.edu/main-entry/izhitigweyaa-vii
Mii iwidi gaa-pimi-izhitigweyaag 'i ziibi jiigikana.	That's where the river flowed near the road.	es	https://ojibwe.lib.umn.edu/main-entry/izhitigweyaa-vii
Waasa izhitigweyaa.	The river goes far.	nj	https://ojibwe.lib.umn.edu/main-entry/izhitigweyaa-vii
Anooj izhitigweyaa i'iw ziibi.	The river flows every which way.	es	https://ojibwe.lib.umn.edu/main-entry/izhitigweyaa-vii
Wiinad imaa biinji-makakosagong.	It's dirty inside the box.	es	https://ojibwe.lib.umn.edu/main-entry/makakosag-ni
Aniibiishaaboo wiishkobaagamin.	The tea is sweet.	rg	https://ojibwe.lib.umn.edu/main-entry/aniibiishaaboo-ni
Bagoshi'iwe ji-ashamind.	He's wishing you'd feed him.	es	https://ojibwe.lib.umn.edu/main-entry/bagoshi-iwe-vai
Mii go apane naawakweshin aw oshkiniigikwens.	That young woman is always sleeping until noon.	es	https://ojibwe.lib.umn.edu/main-entry/oshkiniigikwe-na
Maagwaakwa'an ji-banaskwaagisesinog.	Clamp it down so it won't flap up.	nj	https://ojibwe.lib.umn.edu/main-entry/maagwaakwa-an-vti
Gabe-giizhik abaabasan miinan wii-paasiminikeyan.	Smoke the blueberries all day to make dried berries.	nj	https://ojibwe.lib.umn.edu/main-entry/abaabasan-vti
Wegonen ebaabasaman. Ondaabate giwaaginogaan.	What are you smoking? There's smoke coming from your smokehouse (wigwam).	nj	https://ojibwe.lib.umn.edu/main-entry/abaabasan-vti
Gidoobizhikiim ina.	Have you got cattle?	es	https://ojibwe.lib.umn.edu/main-entry/obizhikiimi-vai
Gii-ishkweyaange awe gaa-onji-metasikawaad ini odoogimaaman.	He was late and that's why he missed his boss.	es	https://ojibwe.lib.umn.edu/main-entry/ogimaa-na
Giishpin mikawad asin gayaashaabikizid, gidaa-bakada'igaagenan.	If you find a sharp stone, you can use it to cut with.	nj	https://ojibwe.lib.umn.edu/main-entry/gaashaabikizi-vai
Aaniin epiitweweg ishkodewidaabaan ba-noondaagwak.	How loud is the train that's coming.	es	https://ojibwe.lib.umn.edu/main-entry/noondaagwad-vii
Gii'-noondaagwad gaa-wiisakweg dibikong. Ganabaj gegaa gigii-pisikaagonaan bisibisidoosh.	There was a warning siren last night. I think a tornado almost hit us.	nj	https://ojibwe.lib.umn.edu/main-entry/noondaagwad-vii
Ziigaasin gimanoominim.	Your rice flew out of the canoe in the wind.	nj	https://ojibwe.lib.umn.edu/main-entry/ziigaasin-vii
Ingii-izhaamin imaa apagajwebiniganing. Gichi-wiikaa gii-angomaagwad apii gaa-pi-maajaayaang.	We went to the dump grounds. The smell finally dissapated after we left.	es	https://ojibwe.lib.umn.edu/main-entry/webinigan-ni
Onzaamiinowag noongom gaa-niibing ezigaag.	There's too many ticks this summer.	nj	https://ojibwe.lib.umn.edu/main-entry/ezigaa-na
Ashi-naano-diba'iganens izhiseg giga-wiisinimin.	We'll eat in five minutes.	nj	https://ojibwe.lib.umn.edu/main-entry/izhise-vii
Ayaapiichinaag izhaa Njaan banaskwiiwigamigong, giishpin gitimisig.	John goes to the fitness center once in a while if he's not being lazy.	nj	https://ojibwe.lib.umn.edu/main-entry/banaskwiiwagitaawigamig-ni
Ganabaj gegoo inaapine awe gidayinaan. Mii gosha wanitood obiiwayan.	I think there's something the matter with our dog. He's losing his hair.	es	https://ojibwe.lib.umn.edu/main-entry/inaapine-vai
Aaniin enaapined?	What's h/ illness?	nj	https://ojibwe.lib.umn.edu/main-entry/inaapine-vai
Anooj igo indinaabandam.	I dream about all sort of things.	es	https://ojibwe.lib.umn.edu/main-entry/inaabandam-vai2
Ayi'ii dash ogii-aabajitoon biskitenaagan gii-atood imaa onjigaanid ini mitigoon.	And she used a birch bark sap bucket to put there where the tree was running with sap.	rg	https://ojibwe.lib.umn.edu/main-entry/onjigaa-vai
Onjigaawag mitigoog. Ningaagonaasowag.	The trees are dripping. The snow is melting off them.	nj	https://ojibwe.lib.umn.edu/main-entry/onjigaa-vai
Noondaagoziwag manidoog.	The thunder is starting up. [lit: the manitou are calling]	es	https://ojibwe.lib.umn.edu/main-entry/noondaagozi-vai
Wiisakwe gaakaabishiinh noondaagozid.	The screech owl screeches when it calls.	rg	https://ojibwe.lib.umn.edu/main-entry/noondaagozi-vai
Giishpin gaye diindiisi noondaagozid, dibaajimo wii'-ani-aabwaag.	And if you hear a blue jay calling (in the winter), it is telling us it's going to turn warmer.	nj	https://ojibwe.lib.umn.edu/main-entry/noondaagozi-vai
Gabeya'ii nigii-kanawaabamaag igi waagoshensag babaa-gaagiiwaapiwaad.	I watched the fox kits for a long time as they played and frolicked around.	es	https://ojibwe.lib.umn.edu/main-entry/gabeya-ii-adv-tmp
Nagwaaganeyaabiin indoonagoodoonan.	I am hanging snares.	es	https://ojibwe.lib.umn.edu/main-entry/nagwaaganeyaab-ni
Ogii-maanagoodoon 'i nagwaaganeyaab awe weshki-agoodood.	The one new at snaring hung his snare the wrong way.	es	https://ojibwe.lib.umn.edu/main-entry/nagwaaganeyaab-ni
Onaabikaan onik.	His arm is in a sling.	es	https://ojibwe.lib.umn.edu/main-entry/naabikan-vti
Aaniin endaso-diba'iganek.	What time is it (clock time)?	gh	https://ojibwe.lib.umn.edu/main-entry/daso-diba-iganed-vii
Giga-bi-naada'oozh ina omaa ziibiinsing.	Will you come and get me (by boat) here at the stream?	es	https://ojibwe.lib.umn.edu/main-entry/naada-oozh-vta
Ogii-naada'oonaan iniwen odakikoonsiman gaa-niigosenid.	He retrieved that guy whose motor broke down (out in the lake).	es	https://ojibwe.lib.umn.edu/main-entry/naada-oozh-vta
Ingii-wiidoonzhemaa awe niwiijiiwaagan.	Me and my partner had a child together.	es	https://ojibwe.lib.umn.edu/main-entry/wiidoonzhem-vta
Aaniin endashid a'awe bebinezid bakwezhigan.	How much flour is there?	rg	https://ojibwe.lib.umn.edu/main-entry/dashi-vai
Awasikana idi gii-ni-mikawaa	They found her on the other side of the road.	lw	https://ojibwe.lib.umn.edu/main-entry/awasikana-adv-loc
Gii-ajijigaabawi awe maamakaadiziikaazod.	That show-off is standing on his head.	es	https://ojibwe.lib.umn.edu/main-entry/maamakaadiziikaazo-vai
Awi-baapaawisidoon iwe agwazhaan.	Go shake out that blanket.	es	https://ojibwe.lib.umn.edu/main-entry/agwazhaan-ni
Ikozidenin. Giga-agozideshkawin.	Move your foot out of the way. I'm going to step on it.	nj	https://ojibwe.lib.umn.edu/main-entry/ikozideni-vai
Mii imaa endazhibidegwen iw aawadaasoowidaabaan. Ni... niwaambadaan iw bapakweneseg.	The semi must be sitting there idling. I can see the puffs of exhaust,	es	https://ojibwe.lib.umn.edu/main-entry/bapakwenese-vii
Naawishkwaand namadabi animosh.	A dog is sitting right in the middle of the door.	nj	https://ojibwe.lib.umn.edu/main-entry/naawishkwaand-adv-loc
Niwiiji'aagan gii-kagwaanisagiziwan odayan.	My friend's dog was mean.	rg	https://ojibwe.lib.umn.edu/main-entry/gagwaanisagizi-vai
Gezhidine odoozhi’aan asabiin.	He’s making a net right away.	nj	https://ojibwe.lib.umn.edu/main-entry/gezhidine-adv-tmp
Gichi-minomaasige awe gaa-abaabasiged zhebaa.	That person who smudged the place this morning really left a good aroma.	es	https://ojibwe.lib.umn.edu/main-entry/abaabasige-vai
Ozhichigaazowa' odaagima' waa'-ando-wanii'iged.	He's getting his snowshoes made before he goes trapping.	nj	https://ojibwe.lib.umn.edu/main-entry/ozhichigaazo-vai
Gaawiin ingikendanziin "St. Paul" ojibwewinikaadeg.	I don't know what St. Paul is called in Ojibwe.	es	https://ojibwe.lib.umn.edu/main-entry/ojibwewinikaade-vii
Mookwaapineshin abinoojiinyens gaa-onji-mawid.	The baby is crying because s/he is hungry.	nj	https://ojibwe.lib.umn.edu/main-entry/mookwaapineshin-vai
Doodooshaabowan manoomin.	The rice is in the milky stage.	nj	https://ojibwe.lib.umn.edu/main-entry/doodooshaaboowan-vii
Wiinge minogin ningitigaan.	My garden is growing really good.	nj	https://ojibwe.lib.umn.edu/main-entry/minogin-vii
Biinjwebinan imaa mazina'iganiiwi-makakong	Toss it in the mailbox.	es	https://ojibwe.lib.umn.edu/main-entry/biinjwebinan-vti
Nimawinz endaso-niibin.	I pick berries every summer.	nj	https://ojibwe.lib.umn.edu/main-entry/endaso-niibin-adv-tmp
Ishkoniganing nindoonjii.	I come from a reserve/reservation.	nj	https://ojibwe.lib.umn.edu/main-entry/ishkonigan-ni
Aangwaamas ogii-nakomaan iniw gaa-pi-giikaawidaminid zhebaa.	He finally answered that person who came and quarreled over here this morning.	es	https://ojibwe.lib.umn.edu/main-entry/nakom-vta
Gojimaandan o'o.	Take a whiff of this!	es	https://ojibwe.lib.umn.edu/main-entry/gojimaandan-vti
Jaachaabaaning onjibaa awe inini.	That man comes from Inger.	es	https://ojibwe.lib.umn.edu/main-entry/onjibaa-vai
Mii 'i gii-okawitood iwe odaabaan bemegising iwe gaa-kimooding.	He found the tracks of the car that was stolen.	es	https://ojibwe.lib.umn.edu/main-entry/okawitoon-vti2
Gaawiin gii-minosinzinoon; onzaam ogii-onzaamizhaan.	It didn't fit because he cut too much.	es	https://ojibwe.lib.umn.edu/main-entry/minosin-vii
Nabagashkinatoon weweni ji-minosing odoodaabaanaakong.	Put the pack the flat way so it will fit nicely in the sleigh.	nj	https://ojibwe.lib.umn.edu/main-entry/minosin-vii
Gaye wiin aana-gii-kagwedwe ji-ozhibii'igaazod imaa.	He too asked to be put on the list.	es	https://ojibwe.lib.umn.edu/main-entry/ozhibii-igaazo-vai
Wegonen wezhitooyan.	What are you making?	nj	https://ojibwe.lib.umn.edu/main-entry/wegonen-pron-inter
Wegonen waa-ayaaman.	What do you want?	lw	https://ojibwe.lib.umn.edu/main-entry/wegonen-pron-inter
Bagamaajimo: "Wii'-niimi'idiwag anishinaabeg aabita-biboong."	He arrived with news. "The Anishinaabeg will be having a mid-winter powow."	nj	https://ojibwe.lib.umn.edu/main-entry/aabita-biboon-vii
Biiminan gaa-dakigamig.	Turn on the cold water.	nj	https://ojibwe.lib.umn.edu/main-entry/dakigamin-vii
Gichi-ombiigizi awe makade-gaagaagi.	That black raven is making a lot of noise.	es	https://ojibwe.lib.umn.edu/main-entry/ombiigizi-vai
Omisawendaan igo ji-wiinindiban imaa igiw zhengwaabanjigewaad.	He has a desire to be named to a panel of judges.	es	https://ojibwe.lib.umn.edu/main-entry/misawendan-vti
Ogidibiig bimaabogo 'aw mitig.	That log is drifting along on top of the water.	es	https://ojibwe.lib.umn.edu/main-entry/ogidibiig-adv-loc
Ogidibiig babaamoode a'aw asabikeshiinh.	The spider crawled around on top of the water.	gh	https://ojibwe.lib.umn.edu/main-entry/ogidibiig-adv-loc
Bima'adoo maa jiigikana.	She's walking by the side of the road.	gh	https://ojibwe.lib.umn.edu/main-entry/jiigikana-adv-loc
Mangisagaawan Waalmaak-adaawewigamigoon.	Wallmart stores have big floor areas.	nj	https://ojibwe.lib.umn.edu/main-entry/mangisagaa-vii
Waawiyesidoon iniwen apabiwinan.	Put those chairs in a circle.	es	https://ojibwe.lib.umn.edu/main-entry/waawiyesidoon-vti2
Gegaa go biinjibizo maa waanikaaning.	He almost fell in the hole.	lw	https://ojibwe.lib.umn.edu/main-entry/gegaa-go-adv-deg
Niwenda-ishkab.	I'm really tired of sitting.	gh	https://ojibwe.lib.umn.edu/main-entry/wenda-pv-lex
Wenda-nichiiwenimo Bizhikiins.	Bizhikiins acts smart.	lw	https://ojibwe.lib.umn.edu/main-entry/wenda-pv-lex
Gondan gimashkikiim.	Swallow your medicine.	nj	https://ojibwe.lib.umn.edu/main-entry/gondan-vti
Gegaa ningii-pakwenishkaagon baate-wiiyaas onzaam wewiib ningii-kondaan.	I almost choked on some smoked meat because I swallowed it too quickly.	nj	https://ojibwe.lib.umn.edu/main-entry/gondan-vti
Awenen awedi?	Who's that over there?	es	https://ojibwe.lib.umn.edu/main-entry/awenen-pron-inter
Awenen bwaapoogidid.	Who keeps farting?	lw	https://ojibwe.lib.umn.edu/main-entry/awenen-pron-inter
Bizaan. Bizindan. Gaazhagens madwezhaazo.	Quiet, Listen. The cat's pissing.	es	https://ojibwe.lib.umn.edu/main-entry/bizindan-vti
Gaawiin bizindanzii gaa-onji-ishkwaataa'ind.	He doesn't listen to instructions -- that's why he was fired.	es	https://ojibwe.lib.umn.edu/main-entry/bizindan-vti
Aandi wendinised.	Where does he get the firewood?	nj	https://ojibwe.lib.umn.edu/main-entry/ondinise-vai
Bakijiiwagizi eyedawigaad.	He's got sore muscles on both legs.	es	https://ojibwe.lib.umn.edu/main-entry/eyedawigaad-adv-loc
Mii igo gegaa gii-aataweg 'iw gizhaabikizigan. Geyaabi go noowaanzhe aanawi.	The stove almost went out. However the embers are still glowing.	es	https://ojibwe.lib.umn.edu/main-entry/aatawe-vii
Mii imaa gii-noogiseg, i'iw odaabaanish, imaa naawikana.	That's where the old car stalled, in the middle of the road.	es	https://ojibwe.lib.umn.edu/main-entry/noogise-vii
Memidaaching ogii-tibi-dakokaadaanaawaa iwe aki.	They paced off the ground measuring every ten paces.	es	https://ojibwe.lib.umn.edu/main-entry/dakokaadan-vti
Gii-adaaweyaan makizinan bakaan bezhig gii-izhinaagwad.	When I bought shoes, one looked different.	rg	https://ojibwe.lib.umn.edu/main-entry/bezhig-adv-num
Wanako-niminaawaandawaagan danwewewan.	The fireworks are shot off at the end of the dock.	nj	https://ojibwe.lib.umn.edu/main-entry/danwewe-vii
Ogii-piimaskonaan 'iw zagaakwa'igan gii-mashkawaakwa'ang.	He turned the bolt to tighten it.	es	https://ojibwe.lib.umn.edu/main-entry/zagaakwa-igan-ni
Nimaanendam enaajimotawid.	What is was telling me makes me feels sad.	nj	https://ojibwe.lib.umn.edu/main-entry/maanendam-vai2
Gii-miiwanokii gaa-onji-maajaad.	He doesn't like working so he left.	es	https://ojibwe.lib.umn.edu/main-entry/maajaa-vai
Noomaya go ningii-pi-wiindamaagoo aakozid nimaamaa.	They told me a little while ago that my mum was sick.	nj	https://ojibwe.lib.umn.edu/main-entry/noomaya-adv-tmp
Giga-maanikaagon niibiwa minikweyan zhiiwaabo.	Pop will make you sick if you drink a lot of it.	nj	https://ojibwe.lib.umn.edu/main-entry/zhiiwaabo-ni
Indaga dawinan o apabiwin. Da-onabi imaa a'awe biiwide.	Clear this chair so our guest can sit down	es	https://ojibwe.lib.umn.edu/main-entry/biiwide-na
Mii iw manoominashk, miish iwidi ogijayi'ii endazhiging 'iw manoomin.	It's on top of the rice stalk that the rice grows.	rg	https://ojibwe.lib.umn.edu/main-entry/dazhigin-vii
Babaamwewezigwa'o amik anaamizigwam.	You can hear a beaver swimming around under the ice,	nj	https://ojibwe.lib.umn.edu/main-entry/anaamizigwam-adv-loc
Ingii-ig ji-ikosidooyaan i'iwe makak.	He told me to move that box out of the way.	es	https://ojibwe.lib.umn.edu/main-entry/izhi-vta
Izhi ji-giiwed.	Tell him to go home.	es	https://ojibwe.lib.umn.edu/main-entry/izhi-vta
Gii-mamidaachiwag igiweg gaa-kagwe-zhaagoojibinidiwaad gii-wiikobidoowad 'i biiminakwaan.	They were ten on each side pulling on the rope trying to win at the tug of war.	es	https://ojibwe.lib.umn.edu/main-entry/zhaagoojibinidiwag-vai
Minomaasige awe biitoosijiganan gebozwaad.	The pie-maker is creating a good aroma.	es	https://ojibwe.lib.umn.edu/main-entry/minomaasige-vai
Ningiizhiikawaag nindaagimag. Waabang niwii-pabaa-naadagwe.	I finished my snowshoes. I'm going to go around checking my snares tomorrow.	nj	https://ojibwe.lib.umn.edu/main-entry/naadagwe-vai
Aandi enakii'iged.	Where's he poleing to?	es	https://ojibwe.lib.umn.edu/main-entry/inakii-ige-vai
Aandi ezhidaabiid.	Where is s/he taking the load (pulling a sled)?	nj	https://ojibwe.lib.umn.edu/main-entry/izhidaabii-vai
Akii-mazina'igan nindaabajitoon wii-izhaayaan Wabaashiing.	I use a map when I go to Ponemah.	rg	https://ojibwe.lib.umn.edu/main-entry/akii-mazina-igan-ni
Wanimikoonsan gaa-naagwakin jibwaa-zaagibagaag, wanimikoonsan izhinikaadwewan.	The buds that appear before the leaves come out are called "wanimikoonsan".	nj	https://ojibwe.lib.umn.edu/main-entry/wanimikoons-ni
Gidaa-wiidookaw ina wii-chiibaakweyaan. Giin gidaa-gabaashimaag igiw opiniig.	Can you help me cook? You can cook the potatoes.	rg	https://ojibwe.lib.umn.edu/main-entry/giin-pron-per
Awenen giin.	Who are you?	nj	https://ojibwe.lib.umn.edu/main-entry/giin-pron-per
Gichi-gabaya'ii inganawaabamaa awe asabikeshiinh imaa niisaabiigitaad.	For a long time I watched the spider lowering himself.	es	https://ojibwe.lib.umn.edu/main-entry/asabikeshiinh-na
Gaashaakizo goon gii-ziigwang.	The snow gets sharp and prickly from the sun in the spring.	nj	https://ojibwe.lib.umn.edu/main-entry/gaashaakizo-vai
Ojiishininjii onamanjinikaaning.	She has a scar on her left hand.	es	https://ojibwe.lib.umn.edu/main-entry/ojiishininjii-vai
Giizhootawage'o 'aw giizis.	The sun has sun dogs.	es	https://ojibwe.lib.umn.edu/main-entry/giizhootawage-o-vai
NIngii-pawaanaa ji-gigizid dewe'iganensan.	I dreamt of her being the keeper of a hand drum.	nj	https://ojibwe.lib.umn.edu/main-entry/gigizin-vai-o
Ningii'-mayaawisidoon naboob jibwaa-ziigiseg.	I straightened up my (tilted) bowl up before the soup spilled out.	nj	https://ojibwe.lib.umn.edu/main-entry/mayaawisidoon-vti2
Gii-pabanaadendam aana-gii-wiizhaamind 'i wiiji'iwed iwidi wii-izhaawaad gichi-oodenaang.	He gave up even though he's been asked to go along with them when they were going to go to the city.	es	https://ojibwe.lib.umn.edu/main-entry/wiizhaam-vta
Nimookwaapi'aa wawiiyazh gaa-inaajimod.	I laugh so hard at h/ funny story that it makes me teary-eyed.	nj	https://ojibwe.lib.umn.edu/main-entry/mookwaapi-vta
Gii-taadoshkaa i'iw asabiiwazh gaa-aabajitooyaan.	The gunny sack I was using split open.	es	https://ojibwe.lib.umn.edu/main-entry/daadoshkaa-vii
Onaniizaanendaan ji-waabaatenig iwe gaa-onji-agawaatesidood okonaas.	He thought his blanket would fade in the sun so that's why he put it in the shade.	es	https://ojibwe.lib.umn.edu/main-entry/agawaatesidoon-vti2
Ogii-naada'aan i'iw mazina'igan iwidi gaa-agwandenig.	He used something to go after the paper that was floating in the water.	es	https://ojibwe.lib.umn.edu/main-entry/naada-an-vti
Wegonen ge-naada'amang.	What shall we go and get (in the boat)?	nj	https://ojibwe.lib.umn.edu/main-entry/naada-an-vti
Daga naada'andaanin misan.	Let's go get some firewood (in the boat).	nj	https://ojibwe.lib.umn.edu/main-entry/naada-an-vti
Weweni mashkawaakwa'an ginaabikwaanens gijiimaaning.	Tighten up your motor on your boat.	nj	https://ojibwe.lib.umn.edu/main-entry/mashkawaakwa-an-vti
Aaniish enigokwaabiigak.	How big is it (something string-like)?	es	https://ojibwe.lib.umn.edu/main-entry/inigokwaabiigad-vii
